Title,Address,Geographic,Industry,Profession
VOSSLOH,VOSG.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
YUASA TRADING,8074.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MIRLE AUTOMATION,2464.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TIMKEN,$TKR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BGR ENERGY SYSTEMS,BGRE.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
OKUMA,6103.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MISUMI ,9962.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BHARAT HEAVY ELECTRICALS,BHEL.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SHINKO PLANTECH,6379.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TYCOONS GROUP ,2022.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KAYDON,$KDN,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
YUNGTAY ENGINEERING,1507.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MITSUBISHI ELECTRIC,6503.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
LAKSHMI MACHINE WORKS,LKMC.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
RATIONAL,RAAG.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CARBORUNDUM UNIVERSAL,CRBR.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FLOWSERVE,$FLS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SPIRAX SARCO ENGINEERING,SPX.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHIYODA,6366.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DISCO,6146.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MITSUBOSHI BELTING,5192.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
RECHI PRECISION,4532.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SPX,$SPW,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CRANE,$CR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KENNAMETAL,$KMT,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MIURA,6005.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HEIDELBERGER DRUCKMASCHINEN,HDDG.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ULVAC,6728.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHUGAI RO,1964.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CATCHER TECHNOLOGY,2474.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BABCOCK & WILCOX,$BWC,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ORGANO,6368.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
WEICHAI POWER COMPANY,2338.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GRACO,$GGG,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
STAR MICRONICS,7718.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
WEIR GROUP,WEIR.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DONALDSON COMPANY,$DCI,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
IDEX,$IEX,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
UNION TOOL,6278.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BODYCOTE,BOY.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KING SLIDE WORKS ,2059.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DONGFANG ELECTRIC CORPORATION,1072.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TONG TAI MACHINE TOOL,4526.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MAX,6454.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NIPPON THOMPSON,6480.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
OSG,6136.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TOPOINT TECHNOLOGY,8021.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ILLINOIS TOOL WORKS,$ITW,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MORI SEIKI,6141.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KINIK,1560.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TOPY INDUSTRIES,7231.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MORITA ,6455.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
AIA ENGINEERING,AIAE.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GRINDWELL NORTON,GRNN.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CENTURY TOKYO LEASING,8439.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DOVER,$DOV,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
AIDA ENGINEERING,6118.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
IMI,IMI.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KIRLOSKAR BROTHERS,KRBR.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TOSHIBA MACHINE,6104.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HISAKA WORKS,6247.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KITZ,6498.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
Japan STEEL WORKS,5631.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NITTA,5186.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TECPRO SYSTEMS,TPSL.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CKD,6407.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BRADKEN,BKN.AX,Australia,Industrials,"Asset Management,Debt,Equities,Investment Banking"
EVA PRECISION INDUSTRIAL ,0838.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NITTO KOHKI,6151.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CLARCOR,$CLC,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
AIRTAC INTERNATIONAL ,1590.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HITACHI ZOSEN,7004.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PRAJ INDUSTRIES,PRAJ.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FUJITEC,6406.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HIWIN TECH CORP ,2049.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ROBBINS & MYERS,$RBN,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
LINCOLN ELECTRIC ,$LECO,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SINTEX INDUSTRIES,SNTX.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MUELLER INDUSTRIES,$MLI,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SINTOKOGIO,6339.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SUMITOMO HEAVY INDUSTRIES,6302.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ROCKWELL AUTOMATION,$ROK,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DAIDO METAL,7245.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PALL,$PLL,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DAIFUKU,6383.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DAIKIN INDUSTRIES,6367.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MEIDENSHA,6508.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NORDSON,$NDSN,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KOMORI,6349.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
WOODWARD,$WWD,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
JGC,1963.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NABTESCO,6268.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NACHI FUJIKOSHI,6474.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ROTORK,ROR.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MELROSE,NYN.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SKELLERUP ,SKL.NZ,New Zealand,Industrials,"Asset Management,Debt,Equities,Investment Banking"
EAGLE INDUSTRY,6486.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SKF INDIA,SKFB.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CHIA CHANG,4942.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FAG BEARINGS INDIA,FAGB.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NAK SEALING TECHNOLOGIES,9942.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
VALLOUREC,VLLP.PA,France,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PARKER HANNIFIN,$PH,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GARDNER DENVER,$GDI,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FANUC,6954.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
COLFAX,$CFX,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
EBARA,6361.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
INGERSOLL RAND,INGR.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
INGERSOLL RAND,$IR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SMC,6273.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TEXMACO RAIL AND ENGINEERING,TEXA.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
C SUN,2467.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GEA GROUP ,G1AG.DE,Germany,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NTN,6472.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
JUKI,6440.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HOWDEN JOINERY,HWDN.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FILTRONA,FLTR.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
KAMAN,$KAMN,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ELECTROCOMPONENTS,ECM.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HANWA,8078.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
W.W. GRAINGER,$GWW,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MITSUBISHI,8058.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ADANI ENTERPRISES,ADEL.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
WAH LEE INDUSTRIAL,3010.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
WAJAX,WJX.TO,Canada,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HELLABY ,HBY.NZ,New Zealand,Industrials,"Asset Management,Debt,Equities,Investment Banking"
UNI SELECT,UNS.TO,Canada,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MARUBENI,8002.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ITOCHU,8001.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SIG,SHI.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
APPLIED INDUSTRIAL TECHNOLOGIES,$AIT,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CITIC RESOURCES ,1205.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
RICHELIEU HARDWARE,RCH.TO,Canada,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DOSHISHA,7483.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
UNITED STATIONERS,$USTR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MSC INDUSTRIAL DIRECT,$MSM,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PREMIER FARNELL,PFL.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SUMITOMO,8053.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
WOLSELEY,WOS.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ASKUL,2678.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TRAVIS PERKINS,TPK.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FASTENAL,$FAST,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ADMIRAL GROUP,ADML.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
AON,$AON,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
JARDINE LLOYD THOMPSON ,JLT.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
WILLIS GROUP ,$WSH,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
JX ,5020.T,Japan,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
HINDUSTAN PETROLEUM CORPORATION,HPCL.NS,India,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
CONOCOPHILLIPS,$COP,United States,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
INTEROIL,IOC,Canada,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
PETROCHINA,0857.HK,Hong Kong,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
HUSKY ENERGY,HSE.TO,Canada,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
BG GROUP,BG.L,United Kingdom,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
BHARAT PETROLEUM CORPORATION,BPCL.NS,India,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
MARATHON OIL,$MRO,United States,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
SHOWA SHELL SEKIYU,5002.T,Japan,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
MARATHON PETROLEUM,$MPC,United States,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
ENI,ENI.MI,Italy,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
HESS,$HES,United States,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
ERG,ERG.MI,Italy,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
ESSAR ENERGY,ESSR.L,United Kingdom,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
ESSAR OIL,ESRO.NS,India,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
Japan PETROLEUM EXPLORATION,1662.T,Japan,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
BP,BP.L,United Kingdom,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
TOTAL,TOTF.PA,France,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
IMPERIAL OIL,IMO.TO,Canada,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
MURPHY OIL,$MUR,United States,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
EXXON MOBIL,$XOM,United States,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
GAIL INDIA,GAIL.NS,India,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
SUNCOR ENERGY,SU.TO,Canada,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
GALP ENERGIA,GALP.LS,Portugal,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
CHEVRON,$CVX,United States,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
ROYAL DUTCH SHELL ,RDSa.AS,Netherlands,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
ROYAL DUTCH SHELL ,RDSb.L,United Kingdom,Oil & Gas,"Asset Management,Debt,Equities,Investment Banking"
YAHOO Japan,4689.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
YAHOO!,$YHOO,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SO NET ENTERTAINMENT,3789.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SOHU.COM,$SOHU,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
RACKSPACE HOSTING,$RAX,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
VODONE,0082.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
DIGITAL RIVER,$DRIV,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
IAC INTERACTIVECORP,$IACI,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
GOOGLE,$GOOG,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
AOL,$AOL,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TOM GROUP,2383.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
J2 GLOBAL,$JCOM,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ILIAD,ILD.PA,France,Technology,"Asset Management,Debt,Equities,Investment Banking"
SINA,$SINA,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
UNITED INTERNET,UTDI.DE,Germany,Technology,"Asset Management,Debt,Equities,Investment Banking"
PACIFIC ONLINE,0543.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
AKAMAI TECHNOLOGIES,$AKAM,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
EACCESS,9427.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
TENCENT ,0700.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
EARTHLINK,$ELNK,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TAIFOOK SECURITIES ,0665.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
ASX,ASX.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
INTERCONTINENTALEXCHANGE,$ICE,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
